Textbox38,Textbox51,Textbox55,Textbox180,Textbox175,Textbox6,Textbox115,Textbox129,Textbox13,Textbox15,Textbox17,Textbox19,Textbox21,Textbox23,Textbox25,Textbox29,Textbox27,Textbox11,Textbox22,Textbox32,Textbox80,Textbox40,Textbox46,Textbox54,Textbox74,Textbox181,MONITOR_NAME,ADMIN_IM_YEAR,ADMIN_IM_MONTH1,STATE_NAME,DISTRICT_NAME,COMP_S,COMP_SRI,COMP_U,C_GRADE_COUNT_T,ONGOING_S,ONGOING_SRI,ONGOING_U,P_GRADE_COUNT_T,MAINT_S,MAINT_SRI,MAINT_U,M_GRADE_COUNT_T,LSB_S,LSB_SRI,LSB_U,L_GRADE_COUNT_T,Textbox132,Textbox136,Textbox137,Textbox138,Textbox139,Textbox140,Textbox141,Textbox142,Textbox143,MAINT_S1,MAINT_SRI1,MAINT_U1,M_GRADE_COUNT_T1,LSB_S1,LSB_SRI1,LSB_U1,L_GRADE_COUNT_T1,Textbox199,Textbox204,Textbox205,Textbox206,Textbox207,Textbox208,Textbox209,Textbox210,Textbox211,Textbox16,Textbox28,Textbox35,Textbox83,Textbox43,Textbox49,Textbox58,Textbox77
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,24,Dev Raj  ,2023,August,Rajasthan,Sri Ganganagar,0,0,0,0,0,0,0,0,3,3,1,7,0,0,0,0,Total,3,0,1,4,2,1,1,4,10,3,2,15,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,24,Dev Raj  ,2023,August,Rajasthan,Anoopgarh,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Total,3,0,1,4,2,1,1,4,10,3,2,15,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,24,Dev Raj  ,2023,December,Odisha,Kandhamal,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,Total,3,0,1,4,2,1,1,4,10,3,2,15,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,April,Odisha,Koraput,0,0,0,0,3,4,1,8,0,0,0,0,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,May,Uttar Pradesh,Agra,3,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,May,Uttar Pradesh,Etawah,3,0,0,3,2,2,0,4,1,0,1,2,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,June,Odisha,Kandhamal,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,June,Odisha,Rayagada,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,June,Odisha,Nayagarh,0,0,0,0,7,0,1,8,0,0,0,0,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,July,Madhya Pradesh,Agar,2,1,0,3,0,1,0,1,3,0,1,4,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,July,Madhya Pradesh,Rajgarh,2,0,1,3,1,0,0,1,3,0,0,3,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,August,Assam,Cachar,0,0,2,2,3,0,0,3,0,0,0,0,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,August,Assam,Karbi Anglong,1,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,November,Uttar Pradesh,Bahraich,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,November,Uttar Pradesh,Shrawasti,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,25,Devendra  Singh,2023,November,Uttar Pradesh,Balrampur,0,0,0,0,5,1,0,6,0,0,0,0,0,0,0,0,Total,13,2,6,21,31,9,2,42,7,0,2,9,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,January,Sikkim,North,0,0,0,0,5,0,1,6,0,0,1,1,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,January,Sikkim,East,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,March,Punjab,Bathinda,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,March,Punjab,Mukatsar,0,0,0,0,2,3,1,6,0,0,1,1,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,April,Haryana,Rohtak,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,April,Haryana,Jind,0,0,0,0,2,2,1,5,0,0,1,1,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,June,Andhra Pradesh,West Godavari,2,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,June,Andhra Pradesh,Krishna,0,2,0,2,0,2,0,2,0,0,1,1,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,August,Meghalaya,Jaintia,0,1,0,1,0,0,1,1,3,0,0,3,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,August,Meghalaya,East Khasi Hills,1,2,0,3,0,0,0,0,2,0,0,2,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,September,Karnataka,Davanagere,2,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,September,Karnataka,Haveri,0,0,1,1,0,0,2,2,3,0,0,3,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,November,Kerala,Idukki,0,0,0,0,0,2,0,2,4,0,1,5,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,26,Dilip Aakaramji Salunke,2023,November,Kerala,Ernakulam,0,0,0,0,4,0,0,4,3,0,0,3,0,0,0,0,Total,5,6,1,12,16,11,6,33,17,0,6,23,1,0,0,1,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,27,Ghulam  Jeelani,2023,February,Uttar Pradesh,Agra,1,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,Total,3,2,0,5,3,2,1,6,0,3,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,27,Ghulam  Jeelani,2023,February,Uttar Pradesh,Firozabad,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,Total,3,2,0,5,3,2,1,6,0,3,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,27,Ghulam  Jeelani,2023,November,Himachal Pradesh,Sirmaur,0,1,0,1,1,1,0,2,0,2,1,3,0,0,0,0,Total,3,2,0,5,3,2,1,6,0,3,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,27,Ghulam  Jeelani,2023,November,Himachal Pradesh,Shimla,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,Total,3,2,0,5,3,2,1,6,0,3,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,January,Arunachal Pradesh,Shi Yomi,2,0,0,2,4,0,1,5,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,January,Arunachal Pradesh,Upper Subansiri,3,0,1,4,2,0,0,2,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,February,Maharashtra,Aurangabad,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,February,Maharashtra,Nashik,0,0,0,0,9,0,1,10,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,March,Madhya Pradesh,Barwani,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,March,Madhya Pradesh,Khargone,0,0,0,0,6,1,0,7,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,April,Arunachal Pradesh,Upper Subansiri,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,April,Arunachal Pradesh,Kra Daadi,1,0,0,1,0,3,1,4,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,May,Odisha,Cuttack,0,0,0,0,5,0,1,6,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,May,Odisha,Jagatsinghpur,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,June,Tripura,South Tripura,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,June,Tripura,Gomati,2,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,August,Andhra Pradesh,West Godavari,1,0,0,1,1,1,0,2,0,0,2,2,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,28,Jagdish Kumar Singh  ,2023,August,Andhra Pradesh,Krishna,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,0,Total,17,0,2,19,56,5,5,66,2,0,2,4,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,29,Jagdish Rai Garg  ,2023,March,Jharkhand,Lohardaga,0,0,0,0,7,0,1,8,0,0,0,0,0,0,0,0,Total,14,2,4,20,35,2,4,41,9,0,5,14,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,29,Jagdish Rai Garg  ,2023,March,Jharkhand,Gumla,0,0,0,0,5,0,2,7,0,0,0,0,0,0,0,0,Total,14,2,4,20,35,2,4,41,9,0,5,14,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,29,Jagdish Rai Garg  ,2023,April,Odisha,Kalahandi,1,0,1,2,4,0,0,4,0,0,0,0,0,0,0,0,Total,14,2,4,20,35,2,4,41,9,0,5,14,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,29,Jagdish Rai Garg  ,2023,April,Odisha,Nawarangpur,1,0,2,3,2,0,0,2,0,0,0,0,0,0,0,0,Total,14,2,4,20,35,2,4,41,9,0,5,14,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,29,Jagdish Rai Garg  ,2023,May,Chhattisgarh,Kanker,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,Total,14,2,4,20,35,2,4,41,9,0,5,14,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,29,Jagdish Rai Garg  ,2023,June,Tamil Nadu,Krishnagiri,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,Total,14,2,4,20,35,2,4,41,9,0,5,14,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,29,Jagdish Rai Garg  ,2023,June,Tamil Nadu,Dharmapuri,1,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,Total,14,2,4,20,35,2,4,41,9,0,5,14,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,29,Jagdish Rai Garg  ,2023,July,West Bengal,North 24 Parganas,1,1,0,2,2,0,0,2,1,0,0,1,0,0,0,0,Total,14,2,4,20,35,2,4,41,9,0,5,14,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,29,Jagdish Rai Garg  ,2023,July,West Bengal,South 24-Parganas,1,0,0,1,1,1,0,2,0,0,2,2,0,0,0,0,Total,14,2,4,20,35,2,4,41,9,0,5,14,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,29,Jagdish Rai Garg  ,2023,August,Jammu And Kashmir,Rajouri,0,1,0,1,1,0,1,2,0,0,2,2,0,0,0,0,Total,14,2,4,20,35,2,4,41,9,0,5,14,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
